LevelName	TileName	Style	StartSequence	EndSequence	Type1	Cel1	Type2	Cel2	Type2	Cel3	Type4	Cel4
4 Lava	fl	24	11	11	24 11	893		-1		-1		-1
4 Lava	fl	24	12	12	24 12	894		-1		-1		-1
4 Lava	fl	24	13	13	24 13	895		-1		-1		-1
4 Lava	fl	24	14	14	24 14	896		-1		-1		-1
4 Lava	fl	24	20	20	24 20	897		-1		-1		-1
4 Lava	fl	24	21	21	24 21	898		-1		-1		-1
4 Lava	fl	24	22	22	24 22	899		-1		-1		-1
4 Lava	fl	24	23	23	24 23	900		-1		-1		-1
4 Lava	fl	24	24	24	24 24	901		-1		-1		-1
4 Lava	fl	24	26	26	24 26	902		-1		-1		-1
4 Lava	fl	24	27	27	24 27	903		-1		-1		-1
4 Lava	fl	24	28	28	24 28	904		-1		-1		-1
4 Lava	fl	24	29	29	24 29	905		-1		-1		-1
4 Lava	fl	24	30	30	24 30	906		-1		-1		-1
4 Lava	fl	24	32	32	24 32	907		-1		-1		-1
4 Lava	fl	24	33	33	24 33	908		-1		-1		-1
4 Lava	fl	24	34	34	24 34	909		-1		-1		-1
4 Lava	fl	24	36	36	XX 24 36 XX	839		-1		-1		-1
4 Lava	fl	24	37	37	24 37	910		-1		-1		-1
4 Lava	fl	24	38	38	24 38	911		-1		-1		-1
4 Lava	fl	24	39	39	24 39	912		-1		-1		-1
4 Lava	fl	24	40	40	24 40	913		-1		-1		-1
4 Lava	fl	24	41	41	24 41	914		-1		-1		-1
4 Lava	fl	24	43	43	24 43	915		-1		-1		-1
4 Lava	fl	24	44	44	24 44	916		-1		-1		-1
4 Lava	fl	24	45	45	24 45	917		-1		-1		-1
4 Lava	fl	24	47	47	24 47	918		-1		-1		-1
4 Lava	fl	24	48	48	24 49	919		-1		-1		-1
4 Lava	fl	24	49	49	24 50	920		-1		-1		-1
4 Lava	fl	24	50	50	24 50	920		-1		-1		-1
4 Lava	fl	24	51	51	24 51	921		-1		-1		-1
4 Lava	fl	25	2	2	25 2	922		-1		-1		-1
4 Lava	fl	25	3	3	25 3	923		-1		-1		-1
4 Lava	fl	25	5	5	25 4	924		-1		-1		-1
4 Lava	fl	25	8	8	25 9	927		-1		-1		-1
4 Lava	fl	25	9	9	25 9	928		-1		-1		-1
4 Lava	fl	25	10	10	25 10	929		-1		-1		-1
4 Lava	fl	25	12	12	25 12	930		-1		-1		-1
4 Lava	fl	25	13	13	25 13	931		-1		-1		-1
4 Lava	fl	25	14	14	25 14	932		-1		-1		-1
4 Lava	fl	25	15	15	25 15	933		-1		-1		-1
4 Lava	fl	25	22	22	25 22	935		-1		-1		-1
4 Lava	fl	25	23	23	25 23	936		-1		-1		-1
4 Lava	fl	25	25	25	25 25	938		-1		-1		-1
4 Lava	fl	26	9	9	lava up 26 9	1076		-1		-1		-1
4 Lava	fl	26	21	21	lava up 26 21	1052		-1		-1		-1
4 Lava	fl	26	23	23	lava up 26 23	1053		-1		-1		-1
4 Lava	fl	26	29	29	26 33	941		-1		-1		-1
4 Lava	fl	26	30	30	26 34	942		-1		-1		-1
4 Lava	fl	26	33	33	26 37	943		-1		-1		-1
4 Lava	fl	26	34	34	26 38	944		-1		-1		-1
4 Lava	fl	26	37	37	29 1	945		-1		-1		-1
4 Lava	fl	26	38	38	29 2	946		-1		-1		-1
4 Lava	fl	26	43	43	Waypoint	307		-1		-1		-1
4 Lava	fl	27	20	20	Hforge 27 20	1055		-1		-1		-1
4 Lava	fl	27	21	21	Hforge 27 21	1056		-1		-1		-1
4 Lava	fl	27	22	22	Hforge 27 22	1057		-1		-1		-1
4 Lava	fl	27	18	18	Hforge 27 18	1058		-1		-1		-1
4 Lava	fl	27	13	13	Hforge 27 13	1059		-1		-1		-1
4 Lava	fl	29	1	1	29 3	947		-1		-1		-1
4 Lava	fl	29	2	2	29 5	948		-1		-1		-1
4 Lava	fl	29	3	3	29 6	949		-1		-1		-1
4 Lava	fl	29	5	5	29 7	950		-1		-1		-1
4 Lava	fl	29	6	6	29 10	951		-1		-1		-1
4 Lava	fl	29	10	10	29 14	953		-1		-1		-1
4 Lava	fl	29	14	14	29 26	955		-1		-1		-1
4 Lava	fl	29	22	22	29 30	957		-1		-1		-1
4 Lava	fl	29	23	23	29 31	958		-1		-1		-1
4 Lava	fl	29	26	26	29 36	959		-1		-1		-1
4 Lava	fl	29	27	27	29 37	960		-1		-1		-1
4 Lava	fl	29	30	30	29 40	961		-1		-1		-1
4 Lava	fl	29	31	31	29 41	962		-1		-1		-1
4 Lava	fl	29	36	36	29 42	963		-1		-1		-1
4 Lava	fl	29	37	37	29 44	964		-1		-1		-1
4 Lava	fl	29	40	40	29 46	965		-1		-1		-1
4 Lava	fl	29	41	41	29 53	966		-1		-1		-1
4 Lava	fl	29	42	42	29 54	967		-1		-1		-1
4 Lava	fl	29	44	44	29 55	968		-1		-1		-1
4 Lava	fl	29	46	46	29 57	969		-1		-1		-1
4 Lava	fl	29	53	53	29 58	970		-1		-1		-1
4 Lava	fl	29	54	54	29 58	971		-1		-1		-1
4 Lava	fl	29	57	57	XX29 57	972		-1		-1		-1
4 Lava	fl	29	58	58	XX29 58	973		-1		-1		-1
4 Lava	fl	29	61	61	11 13	974		-1		-1		-1
4 Lava	fl	29	62	62	11 14	975		-1		-1		-1
4 Lava	fl	35	0	0	35_0	980		-1		-1		-1
4 Lava	fl	35	3	3	35_3/36	981		-1		-1		-1
4 Lava	fl	35	12	12	35_12	982		-1		-1		-1
4 Lava	fl	35	13	13	35_13	983		-1		-1		-1
4 Lava	fl	35	14	14	35_14	984		-1		-1		-1
4 Lava	fl	35	16	16	35_16	985		-1		-1		-1
4 Lava	fl	35	17	17	35_17	986		-1		-1		-1
4 Lava	fl	35	18	18	35_18	987		-1		-1		-1
4 Lava	fl	35	20	20	35_20	988		-1		-1		-1
4 Lava	fl	35	22	22	35_22	990		-1		-1		-1
4 Lava	fl	35	23	23	35_23	991		-1		-1		-1
4 Lava	fl	35	24	24	35_24	992		-1		-1		-1
4 Lava	fl	35	25	25	35_25	993		-1		-1		-1
4 Lava	fl	35	26	26	35_26/41	994		-1		-1		-1
4 Lava	fl	35	38	38	35_38	997		-1		-1		-1
4 Lava	fl	35	39	39	35_33/39	995		-1		-1		-1
4 Lava	fl	35	41	41	35_26/41	994		-1		-1		-1
4 Lava	fl	35	42	42	35_42	998		-1		-1		-1
4 Lava	fl	35	21	21	35_21	989		-1		-1		-1
4 Lava	fl	35	33	33	35_33/39	995		-1		-1		-1
4 Lava	fl	35	36	36	35_3/36	981		-1		-1		-1
4 Lava	fl	35	33	33	Act4 35 33	1016		-1		-1		-1
4 Lava	fl	35	34	34	Act4 35 34	1017		-1		-1		-1
4 Lava	fl	35	38	38	Act4 35 38	1018		-1		-1		-1
4 Lava	fl	36	0	0	Act4 36 0	1040		-1		-1		-1
4 Lava	fl	36	1	1	Act4 36 1	1041		-1		-1		-1
4 Lava	fl	36	6	6	Act4 36 6	1042		-1		-1		-1
4 Lava	fl	36	10	10	Act4 36 10	1043		-1		-1		-1
4 Lava	fl	36	14	14	Act4 36 14	1044		-1		-1		-1
4 Lava	fl	36	12	12	Act4 36 12	1045		-1		-1		-1
4 Lava	fl	36	13	13	Act4 36 13	1046		-1		-1		-1
4 Lava	fl	36	16	16	Act4 36 16	1047		-1		-1		-1
4 Lava	fl	36	19	19	Act4 36 19	1048		-1		-1		-1
4 Lava	fl	36	22	22	Act4 36 22	1049		-1		-1		-1
4 Lava	fl	36	25	25	Act4 36 25	1050		-1		-1		-1
4 Lava	fl	36	26	26	Act4 36 26	1051		-1		-1		-1
4 Lava	fl	36	27	27	lava up 26 21	1052		-1		-1		-1
4 Lava	fl	39	21	21	Lava Brdg 39 21	1114		-1		-1		-1
4 Lava	fl	39	22	22	Lava Brdg 39 22	1115		-1		-1		-1
4 Lava	fl	39	23	23	Lava Brdg 39 23	1116		-1		-1		-1
4 Lava	fl	37	14	14	Lava Brdg 37 14	1117		-1		-1		-1
4 Lava	fl	37	15	15	Lava Brdg 37 15	1118		-1		-1		-1
4 Lava	fl	39	16	16	Lava Brdg 39 16	1119		-1		-1		-1
4 Lava	fl	39	17	17	Lava Brdg 37 15	1118		-1		-1		-1
4 Lava	fl	39	18	18	Lava Brdg 39 18	1121		-1		-1		-1
4 Lava	fl	39	19	19	Lava Brdg 39 19	1122		-1		-1		-1
4 Lava	fl	39	20	20	Lava Brdg 39 20	1123		-1		-1		-1
4 Lava	fl	37	4	4	Lava Brdg 37 4	1124		-1		-1		-1
4 Lava	fl	37	0	0	Lava Brdg 37 0	1125		-1		-1		-1
4 Lava	fl	39	24	24	Lava Brdg 39 24	1126		-1		-1		-1
4 Lava	fl	39	25	25	Lava Brdg 39 25	1127		-1		-1		-1
4 Lava	fl	37	12	12	Lava Brdg 37 12	1128		-1		-1		-1
4 Lava	fl	37	5	5	Lava Brdg 37 5	1129		-1		-1		-1
4 Lava	fl	37	1	1	Lava Brdg 37 1	1130		-1		-1		-1
4 Lava	fl	37	10	10	Lava Brdg 37 10	1131		-1		-1		-1
4 Lava	fl	37	2	2	Lava Brdg 37 2	1132		-1		-1		-1
4 Lava	fl	37	17	17	Lava Brdg 37 17	1133		-1		-1		-1
4 Lava	fl	37	18	18	Lava Brdg 37 18	1134		-1		-1		-1
4 Lava	fl	37	21	21	Lava Brdg 37 21	1135		-1		-1		-1
4 Lava	fl	37	22	22	Lava Brdg 37 22	1136		-1		-1		-1
4 Lava	fl	37	23	23	Lava Brdg 37 23	1137		-1		-1		-1
4 Lava	fl	37	24	24	Lava Brdg 37 24	1138		-1		-1		-1
4 Lava	fl	39	26	26	Lava Brdg 39 26	1139		-1		-1		-1
4 Lava	fl	39	27	27	Lava Brdg 39 27	1140		-1		-1		-1
4 Lava	fl	39	30	30	Lava Brdg 39 30	1141		-1		-1		-1
4 Lava	fl	39	31	31	Lava Brdg 39 31	1142		-1		-1		-1
4 Lava	fl	39	32	32	Lava Brdg 39 32	1143		-1		-1		-1
4 Lava	fl	39	33	33	Lava Brdg 39 33	1144		-1		-1		-1
4 Lava	fl	39	40	40	P	1195		-1		-1		-1
4 Lava	fl	39	41	41	Q	1196		-1		-1		-1
4 Lava	fl	39	42	42	R	1197		-1		-1		-1
4 Lava	fl	39	43	43	S	1198		-1		-1		-1
4 Lava	fl	39	45	45	T	1199		-1		-1		-1
4 Lava	fl	39	0	0	Act4 39 0	1000		-1		-1		-1
4 Lava	fl	39	1	1	Act4 39 1	1001		-1		-1		-1
4 Lava	fl	39	2	2	Act4 39 2	1002		-1		-1		-1
4 Lava	fl	39	3	3	Act4 39 3	1003		-1		-1		-1
4 Lava	fl	39	4	4	Act4 39 4	1004		-1		-1		-1
4 Lava	fl	39	5	5	Act4 39 5	1005		-1		-1		-1
4 Lava	fl	39	6	6	Act4 39 6	1006		-1		-1		-1
4 Lava	fl	39	7	7	Act4 39 7	1007		-1		-1		-1
4 Lava	fl	39	8	8	Act4 39 8	1008		-1		-1		-1
4 Lava	fl	39	9	9	Act4 39 9	1009		-1		-1		-1
4 Lava	fl	39	10	10	Act4 39 10	1010		-1		-1		-1
4 Lava	fl	39	11	11	Act4 39 11	1011		-1		-1		-1
4 Lava	fl	39	12	12	Act4 39 12	1012		-1		-1		-1
4 Lava	fl	39	13	13	Act4 39 13	1013		-1		-1		-1
4 Lava	fl	39	14	14	Act4 39 14	1014		-1		-1		-1
4 Lava	fl	39	15	15	Act4 39 15	1015		-1		-1		-1
4 Lava	wbl	30	0	0	Diablo wbl 30 0 	1145		-1		-1		-1
4 Lava	wtr	30	0	0	Diablo wtr 30 0	1146		-1		-1		-1
4 Lava	wr	30	0	5	Diablo wr 30	1147		-1		-1		-1
4 Lava	wl	30	0	5	Diablo wl 30	1148		-1		-1		-1
4 Lava	wr	30	7	8	Diablo wr 30	1147		-1		-1		-1
4 Lava	wl	30	6	7	Diablo wl 30	1148		-1		-1		-1
4 Lava	wr	30	6	6	Diablo wrend	1149		-1		-1		-1
4 Lava	wl	30	8	8	Diablo wlend	1150		-1		-1		-1
4 Lava	wtll	30	0	0	Diablo wtll 30	1151		-1		-1		-1
4 Lava	wl	30	9	10	Diablo wl 30 22	1152		-1		-1		-1
4 Lava	wtll	30	1	2	Diablo wbr 30 0	1153		-1		-1		-1
4 Lava	wr	30	10	11	Diablo wr 30 22	1154		-1		-1		-1
4 Lava	wl	30	22	22	Diablo wl 30 22	1152		-1		-1		-1
4 Lava	wbr	30	0	0	Diablo wbr 30 0	1153		-1		-1		-1
4 Lava	wr	30	22	22	Diablo wr 30 22	1154		-1		-1		-1
4 Lava	wr	30	13	18	Diablo wr 30	1147		-1		-1		-1
4 Lava	wrd	30	-1	-1	Diablo wrd1 30 0	1155		-1		-1		-1
4 Lava	wld	30	-1	-1	WLD 1	35		-1		-1		-1
4 Lava	wre	30	-1	-1	WRE 1	36		-1		-1		-1
4 Lava	wle	30	-1	-1	WLE 1	37		-1		-1		-1
4 Lava	co	30	-1	-1	Diablo wbr 30 0	1153		-1		-1		-1
4 Lava	fl	31	20	23	WL_BttmEdge	9		-1		-1		-1
4 Lava	wr	31	-1	-1	WR A	20		-1		-1		-1
4 Lava	wl	31	-1	-1	WL A	21		-1		-1		-1
4 Lava	wtlr	31	-1	-1	WTLL	24		-1		-1		-1
4 Lava	wtll	31	-1	-1	WTLL	24		-1		-1		-1
4 Lava	wbr	31	-1	-1	WBR	25		-1		-1		-1
4 Lava	wtr	31	-1	-1	WTR	23		-1		-1		-1
4 Lava	wbl	31	-1	-1	WBL	22		-1		-1		-1
4 Lava	wrd	31	-1	-1	WRD 1	34		-1		-1		-1
4 Lava	wld	31	-1	-1	WLD 1	35		-1		-1		-1
4 Lava	wre	31	-1	-1	WRE 1	36		-1		-1		-1
4 Lava	wle	31	-1	-1	WLE 1	37		-1		-1		-1
4 Lava	co	31	-1	-1	WBR	25		-1		-1		-1
4 Lava	fl	30	17	19	Diaz ULE	1026		-1		-1		-1
4 Lava	fl	30	23	23	Diaz WTLLE	1027		-1		-1		-1
4 Lava	fl	30	20	22	Diaz URE	1028		-1		-1		-1
4 Lava	fl	30	24	24	Diaz WBLE	1029		-1		-1		-1
4 Lava	fl	30	25	27	Diaz LRE	1030		-1		-1		-1
4 Lava	fl	30	36	38	Diaz LLE	1031		-1		-1		-1
4 Lava	fl	30	39	39	Diaz WTRE	1032		-1		-1		-1
4 Lava	fl	30	48	48	Diaz WBRE	1033		-1		-1		-1
4 Lava	fl	31	0	3	Diaz ULE	1026		-1		-1		-1
4 Lava	fl	31	32	34	Diaz ULE	1026		-1		-1		-1
4 Lava	fl	31	4	7	Diaz URE	1028		-1		-1		-1
4 Lava	fl	31	37	39	Diaz URE	1028		-1		-1		-1
4 Lava	fl	31	8	11	Diaz LRE	1030		-1		-1		-1
4 Lava	fl	31	42	44	Diaz LRE	1030		-1		-1		-1
4 Lava	fl	31	20	23	Diaz LLE	1031		-1		-1		-1
4 Lava	fl	31	45	45	Diaz LLE	1031		-1		-1		-1
4 Lava	fl	31	49	49	Diaz LLE	1031		-1		-1		-1
4 Lava	fl	31	53	53	Diaz LLE	1031		-1		-1		-1
4 Lava	fl	31	35	35	WTRIE	1034		-1		-1		-1
4 Lava	fl	31	36	36	WBLIE	1035		-1		-1		-1
4 Lava	fl	31	40	40	WBRIE	1036		-1		-1		-1
4 Lava	fl	31	41	41	WTLLIE	1037		-1		-1		-1
4 Lava	fl	33	7	7	Penta 33 07	1159		-1		-1		-1
4 Lava	fl	33	13	13	Penta 33 13	1157		-1		-1		-1
4 Lava	fl	33	15	15	Penta 33 15	1158		-1		-1		-1
